pair_id,Par,h,fecha,Modelo,TRAIN_SIZE,K0,RMSE,MAE,WRMSE_short,WRMSE_long
usdpen,USDPEN,1,2025-04-11,PA,44,4,0.8952836215786082,0.674614099340409,0.7018154445635302,1.1020898758314337
usdpen,USDPEN,1,2025-04-11,VAR1,44,4,7.324484301361171,6.201874249335899,8.533078108200549,6.018220126424318
usdpen,USDPEN,1,2025-04-11,ARHinc,44,4,0.8958053187740639,0.6753467364275652,0.703492067508408,1.102317618366779
usdpen,USDPEN,1,2025-04-11,KernelARH,44,4,0.8916613322346473,0.6714082662377021,0.6849149922747972,1.1015519533627391
usdpen,USDPEN,5,2025-04-17,PM,44,4,0.3710022159378152,0.2638461538461539,0.3413457893493911,0.3319925847482189
usdpen,USDPEN,5,2025-04-17,PA,44,4,0.9993079949925464,0.7797121934914923,0.7685481769995237,1.1853072225439247
usdpen,USDPEN,5,2025-04-17,VAR1,44,4,4.994100672617116,4.497178321980881,5.165350012112956,4.330675375893443
usdpen,USDPEN,5,2025-04-17,ARHinc,44,4,1.001841522306324,0.7819447302965146,0.7707684995420503,1.1872551936932232
usdpen,USDPEN,5,2025-04-17,KernelARH,44,4,1.0515044504110205,0.8359347618152339,0.8369777485080117,1.2168494590544627
usdpen,USDPEN,10,2025-04-24,PM,44,4,0.17152427502565604,0.1417307692307691,0.2028582329270387,0.14551459625331428
usdpen,USDPEN,10,2025-04-24,PA,44,4,0.8919117162630548,0.6698696604429013,0.6825669389937028,1.0954259067631469
usdpen,USDPEN,10,2025-04-24,VAR1,44,4,5.250811442941475,4.327033194265428,5.59505701346361,4.740873876879558
usdpen,USDPEN,10,2025-04-24,ARHinc,44,4,0.8924827844187331,0.6705468977531582,0.6834187872204543,1.0958664331901882
usdpen,USDPEN,10,2025-04-24,KernelARH,44,4,0.9391170102196392,0.7562404887548524,0.7558872454525655,1.120484445575495
usdpen,USDPEN,1,2025-04-14,PM,44,4,0.3913327204271618,0.26211538461538475,0.4254900409200173,0.3243609286228757
usdpen,USDPEN,1,2025-04-14,PA,44,4,1.009460528461343,0.7875926851005561,0.8082165329407094,1.1866935680873598
usdpen,USDPEN,1,2025-04-14,VAR1,44,4,27.647794601830565,22.68370883623405,34.55114698290807,21.245058088278817
usdpen,USDPEN,1,2025-04-14,ARHinc,44,4,0.997311561458276,0.7720422790927466,0.8066825861126896,1.1760620284612606
usdpen,USDPEN,1,2025-04-14,KernelARH,44,4,1.0094619240832547,0.7824461715588474,0.8112691595300106,1.1868421426473597
usdpen,USDPEN,5,2025-04-18,PM,44,4,0.3422319978970631,0.2271923076923077,0.3102554849289617,0.3075124632579736
usdpen,USDPEN,5,2025-04-18,PA,44,4,0.9945563837663576,0.7759072768418515,0.7732563394606725,1.1795826437202437
usdpen,USDPEN,5,2025-04-18,VAR1,44,4,16.087207784633755,12.635021923126956,19.6389828996456,14.57208628812584
usdpen,USDPEN,5,2025-04-18,ARHinc,44,4,0.9853107478802194,0.7633735403041002,0.765227452430047,1.172853684297709
usdpen,USDPEN,5,2025-04-18,KernelARH,44,4,1.0038325427688986,0.7748068105829591,0.7886637574006944,1.187267202242812
usdpen,USDPEN,10,2025-04-25,PM,44,4,0.2011134869057384,0.1383846153846154,0.3225389177736136,0.12249233244948549
usdpen,USDPEN,10,2025-04-25,PA,44,4,0.9139129693252926,0.7017251225155181,0.7500577640475821,1.0984992411987906
usdpen,USDPEN,10,2025-04-25,VAR1,44,4,9.253640919580477,7.3492714566648845,11.067452482396734,8.645148395280325
usdpen,USDPEN,10,2025-04-25,ARHinc,44,4,0.9051903388745776,0.6885326015647865,0.724928977059914,1.0955957880825526
usdpen,USDPEN,10,2025-04-25,KernelARH,44,4,0.9050463096447612,0.6943545771281094,0.6959723500503661,1.1049859154236994
usdpen,USDPEN,1,2025-04-15,PM,44,4,0.05596358706268806,0.0358461538461537,0.09055134769785364,0.03022049711797798
usdpen,USDPEN,1,2025-04-15,PA,44,4,0.9634747010178754,0.7494150436359751,0.756273570020595,1.1537791810136162
usdpen,USDPEN,1,2025-04-15,VAR1,44,4,3.6963909512516926,2.935569383434564,3.9850513344686544,3.3166547225376255
usdpen,USDPEN,1,2025-04-15,ARHinc,44,4,0.9890717544512792,0.7752568856489419,0.7788002313360012,1.1713953295207695
usdpen,USDPEN,1,2025-04-15,KernelARH,44,4,0.996765497934815,0.7777181072812366,0.7897115385978911,1.177111630818357
usdpen,USDPEN,5,2025-04-21,PM,44,4,0.17486272088082733,0.08907692307692307,0.29429571383042963,0.08171605879864564
usdpen,USDPEN,5,2025-04-21,PA,44,4,0.9529695397500856,0.729492780103659,0.746871682816493,1.1459783767970282
usdpen,USDPEN,5,2025-04-21,VAR1,44,4,3.8653183440497862,3.026730412995904,4.082169864473504,3.5833759289558818
usdpen,USDPEN,5,2025-04-21,ARHinc,44,4,0.9604739616267248,0.7328019631792917,0.757294793701662,1.1505223025330418
usdpen,USDPEN,5,2025-04-21,KernelARH,44,4,1.0005902453421396,0.7785755231620222,0.760244227854111,1.1872193216533629
usdpen,USDPEN,10,2025-04-28,PM,44,4,0.34873480115764416,0.2189230769230771,0.4063194973192745,0.2832033511374344
usdpen,USDPEN,10,2025-04-28,PA,44,4,0.9297636385211504,0.6969863110678901,0.7398249301092826,1.116462172672832
usdpen,USDPEN,10,2025-04-28,VAR1,44,4,1.78159538233195,1.5050161713001888,1.8219605069324976,1.701158272276536
usdpen,USDPEN,10,2025-04-28,ARHinc,44,4,0.912075086600952,0.685341170136347,0.7312412844602624,1.1017394610892624
usdpen,USDPEN,10,2025-04-28,KernelARH,44,4,0.972970612674737,0.7972640148246248,0.8298967576009517,1.1303999652299062
usdpen,USDPEN,1,2025-04-16,PM,44,4,0.06323947160777664,0.03615384615384626,0.10371359509351499,0.03499790728787623
usdpen,USDPEN,1,2025-04-16,PA,44,4,0.9593308029126124,0.7461534022695541,0.753180520621324,1.1483115296539064
usdpen,USDPEN,1,2025-04-16,VAR1,44,4,3.9060743907916127,3.108605324397512,4.880753552212873,3.203591816449731
usdpen,USDPEN,1,2025-04-16,ARHinc,44,4,0.9589456665291444,0.744167132190659,0.7502346096152213,1.1485021242139664
usdpen,USDPEN,1,2025-04-16,KernelARH,44,4,0.9586072443948632,0.7389064766677621,0.7441300404339298,1.1502067363693562
usdpen,USDPEN,5,2025-04-22,PM,44,4,0.17384384571306427,0.10992307692307708,0.274000033676288,0.094111013712454325
usdpen,USDPEN,5,2025-04-22,PA,44,4,0.94980699426063675,0.7237667682293053,0.7404038305918478,1.1439608696965726
usdpen,USDPEN,5,2025-04-22,VAR1,44,4,2.8592262389864063,2.2215735680993736,3.482844607614111,2.6414047824035536
usdpen,USDPEN,5,2025-04-22,ARHinc,44,4,0.949350549876104,0.7225690733117914,0.7392959302247927,1.1437560713578083
usdpen,USDPEN,5,2025-04-22,KernelARH,44,4,0.9489224218661672,0.7217591108503146,0.7299802050728376,1.1451108612543517
usdpen,USDPEN,10,2025-04-29,PM,44,4,0.3680104382925948,0.22923076923076935,0.4049251522014013,0.3062850375275005
usdpen,USDPEN,10,2025-04-29,PA,44,4,0.927579546178616,0.6991616712301811,0.7390800813447518,1.1108257271279682
usdpen,USDPEN,10,2025-04-29,VAR1,44,4,1.316687592883618,1.1038630535772398,1.3249297208221644,1.37901107996332
usdpen,USDPEN,10,2025-04-29,ARHinc,44,4,0.9220441491865982,0.6902650503817146,0.7329637353341161,1.1072542281140825
usdpen,USDPEN,10,2025-04-29,KernelARH,44,4,0.9497383094790705,0.7744788742544729,0.7943907998876906,1.1149230790638531
usdpen,USDPEN,1,2025-04-17,PM,44,4,0.09366470478828676,0.05657692307692305,0.1441029348842835,0.05072717096068262
usdpen,USDPEN,1,2025-04-17,PA,44,4,0.9536117435210362,0.7324235507477,0.7390798134382116,1.1483292655175357
usdpen,USDPEN,1,2025-04-17,VAR1,44,4,7.703925741586976,5.9559259485493214,9.479001808453669,6.984982436678004
usdpen,USDPEN,1,2025-04-17,ARHinc,44,4,0.9528543137722132,0.7307223450234507,0.737143964257466,1.1480514925852103
usdpen,USDPEN,1,2025-04-17,KernelARH,44,4,0.9526525408383892,0.7299187234293827,0.7324103349186614,1.1489838633847551
usdpen,USDPEN,5,2025-04-23,PM,44,4,0.3884542840145168,0.23980769230769233,0.41214257872730525,0.31872257314111846
usdpen,USDPEN,5,2025-04-23,PA,44,4,0.950508727885551,0.732487628064873,0.7406636279358016,1.1401971842830834
usdpen,USDPEN,5,2025-04-23,VAR1,44,4,10.257045042388455,8.345848174570913,11.81941300831917,9.6122043761361
usdpen,USDPEN,5,2025-04-23,ARHinc,44,4,0.9419247259789446,0.7193351377049706,0.7315319640254017,1.134553990588198
usdpen,USDPEN,5,2025-04-23,KernelARH,44,4,0.95914746883681,0.7724684038839135,0.7788284308424701,1.1418267233470578
usdpen,USDPEN,10,2025-04-30,PM,44,4,0.3399606877725266,0.21688461538461537,0.3663361638038803,0.2840434538944201
usdpen,USDPEN,10,2025-04-30,PA,44,4,0.922196385820128,0.6923002396703889,0.7244142695404683,1.1080121504460825
usdpen,USDPEN,10,2025-04-30,VAR1,44,4,4.659238308844832,3.925809885406372,5.134283960502104,4.15407900346507
usdpen,USDPEN,10,2025-04-30,ARHinc,44,4,0.91504727537353725,0.6828495039690591,0.7175920485241409,1.102984940996076
usdpen,USDPEN,10,2025-04-30,KernelARH,44,4,0.9845915637187108,0.8100102472569812,0.8662309067155107,1.1290766683934936
usdpen,USDPEN,1,2025-04-18,PM,44,4,0.18076280675983175,0.08080769230769234,0.322708445043819,0.07272660320947627
usdpen,USDPEN,1,2025-04-18,PA,44,4,0.9584503233331264,0.7407295359346437,0.7663499928984356,1.1468509030623055
usdpen,USDPEN,1,2025-04-18,VAR1,44,4,23.769417963084667,19.126392513907103,30.530216608859636,18.58458940683289
usdpen,USDPEN,1,2025-04-18,ARHinc,44,4,0.9592026156083387,0.7424483940251435,0.7685906666461849,1.1472333144896143
usdpen,USDPEN,1,2025-04-18,KernelARH,44,4,0.9706684928530122,0.755332742115989,0.7989333190000858,1.151602316499315
usdpen,USDPEN,5,2025-04-24,PM,44,4,0.316972836132931,0.18711538461538468,0.30401759974444925,0.27980871263418394
usdpen,USDPEN,5,2025-04-24,PA,44,4,0.9346335337056206,0.7155136532386499,0.7417783761080728,1.1185144438301928
usdpen,USDPEN,5,2025-04-24,VAR1,44,4,13.80215359968038,10.886845899235745,16.102441874571127,13.177798380604036
usdpen,USDPEN,5,2025-04-24,ARHinc,44,4,0.9360021051954124,0.7176575934806216,0.7405377906968186,1.119950108338656
usdpen,USDPEN,5,2025-04-24,KernelARH,44,4,0.945454669328514,0.763215243759556,0.7634121142751906,1.1246551610841828
usdpen,USDPEN,10,2025-05-01,PM,44,4,0.266299155809055,0.16507692307692304,0.25383007237993355,0.24052396490997896
usdpen,USDPEN,10,2025-05-01,PA,44,4,0.9124692596660372,0.6804630310166886,0.7117753275907911,1.1002456907231972
usdpen,USDPEN,10,2025-05-01,VAR1,44,4,6.6586588824272575,5.779391195857529,7.8973760469345535,4.969912952586889
usdpen,USDPEN,10,2025-05-01,ARHinc,44,4,0.9139251280120118,0.6822936108882294,0.7117339186599838,1.1015499287447632
usdpen,USDPEN,10,2025-05-01,KernelARH,44,4,0.9918246741081932,0.8168328199197684,0.8705694550616293,1.134211369279774
usdpen,USDPEN,1,2025-04-21,PM,44,4,0.1791793525622173,0.07746153846153847,0.32028178783000316,0.07236284365751319
usdpen,USDPEN,1,2025-04-21,PA,44,4,0.9655069891824634,0.7486524194192978,0.7936232196548008,1.146205850833118
usdpen,USDPEN,1,2025-04-21,VAR1,44,4,10.844700505663772,8.71639761099857,13.842774855688022,8.735022763058524
usdpen,USDPEN,1,2025-04-21,ARHinc,44,4,0.971514405524149,0.757373189607129,0.8015483750468645,1.1493547705117124
usdpen,USDPEN,1,2025-04-21,KernelARH,44,4,0.9627750396490052,0.7429290333715752,0.7779351605539598,1.1475481780242769
usdpen,USDPEN,5,2025-04-25,PM,44,4,0.34222118072740837,0.2206923076923078,0.39648689848627505,0.27603943340734405
usdpen,USDPEN,5,2025-04-25,PA,44,4,0.949756590497451,0.734731826025869,0.7908199198161159,1.119019356745868
usdpen,USDPEN,5,2025-04-25,VAR1,44,4,9.254267453314478,7.803524832053513,10.60137046960034,7.31163502899696
usdpen,USDPEN,5,2025-04-25,ARHinc,44,4,0.9661338799301256,0.7591001628533548,0.803180624823151,1.1307188380533848
usdpen,USDPEN,5,2025-04-25,KernelARH,44,4,0.8876528608491024,0.6666244725864519,0.6597881603758762,1.0961924649539725
usdpen,USDPEN,10,2025-05-02,PM,44,4,0.30461656225491085,0.1922692307692308,0.3765673768446965,0.24307626104850108
usdpen,USDPEN,10,2025-05-02,PA,44,4,0.928980095727414,0.7134734167028598,0.7696125550428179,1.1017083060668462
usdpen,USDPEN,10,2025-05-02,VAR1,44,4,14.102491039068749,12.150251695006112,17.97460316016527,10.000185584376185
usdpen,USDPEN,10,2025-05-02,ARHinc,44,4,0.942949776272862,0.7286354939072628,0.7795854102953808,1.1119138793034633
usdpen,USDPEN,10,2025-05-02,KernelARH,44,4,0.905040427847099,0.710343337424232,0.7019822156922515,1.0958595064087038
usdpen,USDPEN,1,2025-04-22,PM,44,4,0.03154666872575157,0.0242692307692308,0.03329767963797758,0.02638968229625354
usdpen,USDPEN,1,2025-04-22,PA,44,4,0.944668994703014,0.7181669457230428,0.72381203967368,1.1421127969791274
usdpen,USDPEN,1,2025-04-22,VAR1,44,4,45.90653623164118,38.04527020765583,59.08346450473147,34.51042052771053
usdpen,USDPEN,1,2025-04-22,ARHinc,44,4,0.9471558889518416,0.7198885951348504,0.7277127004511804,1.1435155329010671
usdpen,USDPEN,1,2025-04-22,KernelARH,44,4,0.950092615024727,0.7268869002714398,0.7449611183656442,1.142577202330829
usdpen,USDPEN,5,2025-04-28,PM,44,4,0.25575425780349276,0.137769230769231,0.20831425021382663,0.24528261212249383
usdpen,USDPEN,5,2025-04-28,PA,44,4,0.9191260020210308,0.6845022780576914,0.7120968178197441,1.110840341679051
usdpen,USDPEN,5,2025-04-28,VAR1,44,4,34.73243798584347,27.63390682439949,43.41674914807431,30.334345116325707
usdpen,USDPEN,5,2025-04-28,ARHinc,44,4,0.9105472544442929,0.6797226360659212,0.7078496762885257,1.1038426287431824
usdpen,USDPEN,5,2025-04-28,KernelARH,44,4,0.8895237576836067,0.6666486073124981,0.6639891344585851,1.0944799021001534
usdpen,USDPEN,10,2025-05-05,PM,44,4,0.19020522823033503,0.15184615384615374,0.26239289671131155,0.13056091167044054
usdpen,USDPEN,10,2025-05-05,PA,44,4,0.9305114170022994,0.7238984669018708,0.7357274668974361,1.1062516180973505
usdpen,USDPEN,10,2025-05-05,VAR1,44,4,11.075628869984062,9.41204376640135,11.71453169949602,10.634243614844372
usdpen,USDPEN,10,2025-05-05,ARHinc,44,4,0.9335285911210208,0.7298272278621104,0.7367950490833657,1.108088929663589
usdpen,USDPEN,10,2025-05-05,KernelARH,44,4,1.0221408268951484,0.8390186851712564,0.8728622692225868,1.1549942590786044
usdpen,USDPEN,1,2025-04-23,PM,44,4,0.3135472452438389,0.19519230769230775,0.2942103433939715,0.2735393606170348
usdpen,USDPEN,1,2025-04-23,PA,44,4,0.9384273260681348,0.711805820653256,0.7213665003670314,1.1334863824905732
usdpen,USDPEN,1,2025-04-23,VAR1,44,4,46.80227477685924,38.84916109604515,60.0499707415651,35.38586897649637
usdpen,USDPEN,1,2025-04-23,ARHinc,44,4,0.9356602108840942,0.7070089452961593,0.7186303938895425,1.1317257426822247
usdpen,USDPEN,1,2025-04-23,KernelARH,44,4,0.9238763790710548,0.6886100706959709,0.7060627267334886,1.123929676144875
usdpen,USDPEN,5,2025-04-29,PM,44,4,0.26393563463611586,0.15034615384615382,0.21877843618250312,0.2495166742126693
usdpen,USDPEN,5,2025-04-29,PA,44,4,0.9130287774654284,0.6780590754331124,0.7055017502934449,1.1042834370593322
usdpen,USDPEN,5,2025-04-29,VAR1,44,4,36.44990825780646,29.109900898181262,45.489613850798875,31.848826870194443
usdpen,USDPEN,5,2025-04-29,ARHinc,44,4,0.9119086685451904,0.6764349383658534,0.7047629419304153,1.1034788554152477
usdpen,USDPEN,5,2025-04-29,KernelARH,44,4,0.880634622446863,0.6568746910316192,0.6640832066508333,1.0833180055998786
usdpen,USDPEN,10,2025-05-06,PM,44,4,0.1621930532990286,0.12888461538461538,0.21978137989858892,0.11802251285039322
usdpen,USDPEN,10,2025-05-06,PA,44,4,0.9278484343578864,0.7230051970206774,0.7318001927315005,1.1048801081739228
usdpen,USDPEN,10,2025-05-06,VAR1,44,4,11.6487256941201,9.856536364413872,12.229857678583924,11.379121007492888
usdpen,USDPEN,10,2025-05-06,ARHinc,44,4,0.928190765695542,0.7236720556113351,0.7319826905702257,1.105049175304588
usdpen,USDPEN,10,2025-05-06,KernelARH,44,4,1.181479951458998,0.9755211718668124,1.1130297251101189,1.240385753827627
usdpen,USDPEN,1,2025-04-24,PM,44,4,0.04447611718664301,0.03249999999999997,0.04678252832434176,0.04066816388449565
usdpen,USDPEN,1,2025-04-24,PA,44,4,0.8876465006820886,0.6713967428427537,0.6801392964426756,1.090647972389186
usdpen,USDPEN,1,2025-04-24,VAR1,44,4,33.99481397287844,28.718074917456644,42.862121233100446,25.4677689719516
usdpen,USDPEN,1,2025-04-24,ARHinc,44,4,0.886249666524903,0.6628567400734233,0.6764132923283177,1.0903430573214223
usdpen,USDPEN,1,2025-04-24,KernelARH,44,4,0.9026815453784612,0.6883317465244175,0.6778712537841979,1.1069739459735233
usdpen,USDPEN,5,2025-04-30,PM,44,4,0.10372485793601342,0.08042307692307703,0.13176549819393546,0.08104173879389569
usdpen,USDPEN,5,2025-04-30,PA,44,4,0.8779714733316114,0.6613876411229649,0.6667782393702685,1.0803384359085029
usdpen,USDPEN,5,2025-04-30,VAR1,44,4,20.379728889286262,16.26385656954129,26.01585759118948,16.24059445658476
usdpen,USDPEN,5,2025-04-30,ARHinc,44,4,0.8783185039268401,0.6586705597340442,0.6705222621399496,1.0796927552485434
usdpen,USDPEN,5,2025-04-30,KernelARH,44,4,0.8803086901778711,0.6584150880545361,0.671995774721235,1.081164716616868
usdpen,USDPEN,10,2025-05-07,PM,44,4,0.3273784272296888,0.23492307692307696,0.39719036598633106,0.2522476214830276
usdpen,USDPEN,10,2025-05-07,PA,44,4,0.9394788265990592,0.7272187235315448,0.7433127767108856,1.114891901077378
usdpen,USDPEN,10,2025-05-07,VAR1,44,4,9.056230389075877,7.1712442715726965,11.460587963215549,7.55988866259124
usdpen,USDPEN,10,2025-05-07,ARHinc,44,4,0.9372966257198349,0.7267867031428594,0.7499343552924888,1.111100539995383
usdpen,USDPEN,10,2025-05-07,KernelARH,44,4,0.9652790347744972,0.7652029025615882,0.7856404938721776,1.127602359570583
usdpen,USDPEN,1,2025-04-25,PM,44,4,0.07824210454146116,0.03957692307692304,0.13707366157646594,0.03540153176979029
usdpen,USDPEN,1,2025-04-25,PA,44,4,0.882683064598106,0.6673799047447282,0.6586025266395118,1.0904744189405844
usdpen,USDPEN,1,2025-04-25,VAR1,44,4,9.036607034188613,7.447802867385721,11.087730528466825,7.17338821948042
usdpen,USDPEN,1,2025-04-25,ARHinc,44,4,0.8829618760200952,0.6676396969058381,0.6584450098736429,1.0909216263641688
usdpen,USDPEN,1,2025-04-25,KernelARH,44,4,0.8842707506315399,0.6677318685055772,0.6575707894700581,1.0927842065427322
usdpen,USDPEN,5,2025-05-01,PM,44,4,0.0914020072157988,0.07203846153846166,0.12238595327225592,0.06887810134997285
usdpen,USDPEN,5,2025-05-01,PA,44,4,0.8743817740954837,0.6574628736567826,0.649482518040251,1.0796607840845736
usdpen,USDPEN,5,2025-05-01,VAR1,44,4,6.98995522203757,5.6190680610401165,8.726187319883184,5.7137938031413995
